Transaction_ID,Transaction_Flag,Transaction_Date,Transaction_Type,Transaction_Amount,Bank_ID,CC_ID,Card_Type,Card_Holder,Channel_ID,Merchant_ID,Country_ID,City_ID,EDC_Type,EDC_Location,EDC_Owner,Average_Transaction_Amount,Maximum_Transaction_Amount,Minimum_Transaction_Amount,Average_Transaction_Frequency,Fraud_Status
TX08380,FALSE,2018-09-07 05:27:19,T15,1000000,1,CCID4424,CC10,2,1,M0001,CTY06,CTY06-181,EDC0851,LEDC0231,OEDC0377,1215193.27,5000000,74000,1.88,0
TX08381,FALSE,2018-09-07 05:36:47,T15,1500000,1,CCID7838,CC11,2,1,M0001,CTY06,CTY06-181,EDC1825,LEDC1151,OEDC0377,889019.9,2750000,100000,1.63,0
TX08384,FALSE,2018-09-07 06:17:02,T01,500000,1,CCID6761,CC09,2,1,M0001,CTY06,CTY06-023,EDC0298,LEDC1925,OEDC0377,972846.24,5000000,20000,1.89,0
TX08385,FALSE,2018-09-07 06:21:46,T01,300000,1,CCID1255,CC11,2,1,M0001,CTY06,CTY06-023,EDC0539,LEDC3024,OEDC0377,545644.32,2000000,26400,1.5,0
TX08386,FALSE,2018-09-07 06:24:08,T06,500000,1,CCID0853,CC11,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC3978,OEDC0361,685714.29,8831000,7097,1.33,1
TX08387,FALSE,2018-09-07 06:24:08,T06,1000000,1,CCID2480,CC11,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC5256,OEDC0308,207690.48,2970000,20000,1.6,1
TX08388,FALSE,2018-09-07 06:38:21,T14,1150000,1,CCID1002,CC11,2,1,M0001,CTY06,CTY06-023,EDC4007,LEDC5540,OEDC0377,630251.69,4900000,20900,3.61,0
TX08389,FALSE,2018-09-07 07:30:25,T01,1000000,1,CCID6111,CC11,2,1,M0001,CTY06,CTY06-195,EDC1897,LEDC1166,OEDC0377,1343436.73,7000000,25000,5.97,0
TX08390,FALSE,2018-09-07 07:35:10,T02,321500,1,CCID1831,CC09,2,2,M0470,CTY06,CTY06-023,EDC2724,LEDC4086,OEDC0180,958729.06,3983082,50000,1.98,0
TX08391,FALSE,2018-09-07 09:45:22,T01,50000,1,CCID8339,CC09,2,1,M0001,CTY06,CTY06-133,EDC4018,LEDC2784,OEDC0377,379373.39,2000000,20000,2.22,0
TX08392,FALSE,2018-09-07 09:50:06,T06,1000000,1,CCID2644,CC08,1,5,M0001,CTY06,CTY06-153,EDC0002,LEDC0130,OEDC0056,1785303.28,15000000,100000,2.29,0
TX08393,FALSE,2018-09-07 09:59:34,T02,231000,1,CCID7397,CC02,2,2,M0490,CTY06,CTY06-023,EDC3357,LEDC4181,OEDC1144,3580504.14,40000000,50000,3.25,0
TX08394,FALSE,2018-09-07 10:06:40,T02,121998,1,CCID3688,CC00,2,2,M0086,CTY06,CTY06-133,EDC3239,LEDC4352,OEDC0554,1106368.6,8750000,25000,2.87,0
TX08396,FALSE,2018-09-07 10:06:40,T02,58000,1,CCID3193,CC11,2,2,M0563,CTY06,CTY06-026,EDC3150,LEDC4760,OEDC0527,1196776.83,10000000,75000,2.75,0
TX08397,FALSE,2018-09-07 10:20:53,T02,312000,1,CCID3944,CC00,2,2,M0467,CTY06,CTY06-166,EDC4526,LEDC4801,OEDC1437,700686.37,10291000,36000,2.16,0
TX08400,FALSE,2018-09-07 10:23:15,T01,500000,1,CCID1083,CC11,2,1,M0001,CTY06,CTY06-023,EDC3835,LEDC2745,OEDC0377,634789.14,4200000,25000,2.28,0
TX08402,FALSE,2018-09-07 10:30:21,T01,100000,1,CCID8627,CC09,2,1,M0001,CTY06,CTY06-027,EDC2442,LEDC1721,OEDC0377,706197.5,4600000,90714,1.56,0
TX08403,FALSE,2018-09-07 11:01:07,T13,2500000,1,CCID7408,CC11,2,1,M0001,CTY06,CTY06-023,EDC4953,LEDC5506,OEDC0377,1190239.78,10000000,25000,2.08,0
TX08404,FALSE,2018-09-07 11:03:29,T06,1250000,1,CCID5465,CC04,1,5,M0001,CTY06,CTY06-154,EDC0002,LEDC0123,OEDC0136,1431667.6,2500000,100000,1.97,0
TX08406,FALSE,2018-09-07 11:29:32,T13,5000000,1,CCID1143,CC08,2,1,M0001,CTY06,CTY06-023,EDC3664,LEDC3913,OEDC0377,1931827.68,10000000,77000,2.07,0
TX08407,FALSE,2018-09-07 13:23:10,T13,2500000,1,CCID8373,CC04,2,1,M0001,CTY06,CTY06-109,EDC3983,LEDC5539,OEDC0377,4980863.55,24504480,1000000,1.57,1
TX08409,FALSE,2018-09-07 13:35:00,T08,550000,1,CCID6338,CC08,2,1,M0001,CTY06,CTY06-112,EDC2829,LEDC2039,OEDC0377,4464044.82,75000000,25000,4.53,0
TX08410,FALSE,2018-09-07 13:35:00,T08,33500000,1,CCID8791,CC11,2,1,M0001,CTY06,CTY06-133,EDC1770,LEDC1121,OEDC0377,668008.34,5000000,10000,2.34,1
TX08411,FALSE,2018-09-07 13:44:28,T02,4175000,1,CCID6927,CC08,2,2,M0481,CTY06,CTY06-029,EDC4623,LEDC4510,OEDC1000,2815171.08,21566585,47160,3.66,0
TX08412,FALSE,2018-09-07 13:46:51,T01,350000,1,CCID1399,CC08,2,1,M0001,CTY06,CTY06-023,EDC3953,LEDC5493,OEDC0377,1350835.82,2500000,100000,2.3,0
TX08414,FALSE,2018-09-07 14:22:21,T13,1300000,1,CCID8418,CC11,2,1,M0001,CTY06,CTY06-129,EDC4084,LEDC5628,OEDC0377,1349631.65,14130000,21540,3.39,0
TX08415,FALSE,2018-09-07 14:29:27,T01,2000000,1,CCID0745,CC11,2,1,M0001,CTY06,CTY06-133,EDC2029,LEDC1285,OEDC0377,1341279.07,5000000,500000,1.79,0
TX08416,FALSE,2018-09-07 15:04:58,T01,100000,1,CCID7289,CC11,2,1,M0001,CTY06,CTY06-023,EDC4622,LEDC3047,OEDC0377,205043.97,1000000,10000,1.23,0
TX08417,FALSE,2018-09-07 15:04:58,T08,200000,1,CCID0984,CC09,2,1,M0001,CTY06,CTY06-181,EDC4508,LEDC3042,OEDC0377,837623.07,10900000,50000,2.05,0
TX08419,FALSE,2018-09-07 15:23:54,T01,250000,1,CCID6721,CC09,2,1,M0001,CTY06,CTY06-023,EDC0048,LEDC1934,OEDC0377,675285.71,4000000,23650,1.84,0
TX08422,FALSE,2018-09-07 15:31:00,T01,2500000,1,CCID8344,CC11,2,1,M0001,CTY06,CTY06-023,EDC4034,LEDC5587,OEDC0377,330095.85,3200000,10000,1.72,0
TX08423,FALSE,2018-09-07 15:31:00,T01,2500000,1,CCID6006,CC11,2,1,M0001,CTY06,CTY06-023,EDC4656,LEDC5276,OEDC0377,1867073.17,2500000,100000,2.62,0
TX08424,FALSE,2018-09-07 15:31:00,T15,2500000,1,CCID5344,CC11,2,1,M0001,CTY06,CTY06-023,EDC5097,LEDC5596,OEDC0377,1445115.64,19250000,18900,3.2,0
TX08426,FALSE,2018-09-07 17:34:07,T02,170000,1,CCID6697,CC10,2,2,M0887,CTY06,CTY06-181,EDC4133,LEDC4805,OEDC0595,405434.78,2200000,26500,2.23,0
TX08427,FALSE,2018-09-07 17:50:41,T08,33000,1,CCID2543,CC10,2,1,M0001,CTY06,CTY06-023,EDC3886,LEDC5363,OEDC0377,885258.12,7000000,25000,1.68,0
TX08428,FALSE,2018-09-07 17:50:41,T04,26500,1,CCID3582,CC01,2,1,M0001,CTY06,CTY06-023,EDC4948,LEDC5517,OEDC0377,485633.71,6000000,15500,2.55,0
TX08429,FALSE,2018-09-07 18:09:37,T08,49861,1,CCID1084,CC11,2,1,M0001,CTY06,CTY06-186,EDC2915,LEDC2055,OEDC0377,872627.4,7309308,20000,2.07,0
TX08431,FALSE,2018-09-07 18:30:56,T14,580000,1,CCID8490,CC11,2,1,M0001,CTY06,CTY06-046,EDC3500,LEDC2436,OEDC0377,934299.7,13400000,25000,2.44,0
TX08432,FALSE,2018-09-07 18:45:08,T15,2500000,1,CCID7733,CC11,2,1,M0001,CTY06,CTY06-023,EDC4034,LEDC5600,OEDC0377,2372914.53,10000000,52400,1.93,0
TX08433,FALSE,2018-09-07 18:45:08,T15,2500000,1,CCID4320,CC11,2,1,M0001,CTY06,CTY06-023,EDC5202,LEDC5334,OEDC0377,634416.03,2500000,81000,1.36,0
TX08435,FALSE,2018-09-07 18:56:58,T20,441168,1,CCID5889,CC05,2,1,M0001,CTY06,CTY06-133,EDC4975,LEDC5517,OEDC0377,657250.26,2500000,26500,1.59,0
TX08436,FALSE,2018-09-07 18:56:58,T06,2500000,1,CCID2687,CC00,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC5244,OEDC1467,4120294.57,15000000,22500,1.93,0
TX08437,FALSE,2018-09-07 19:04:04,T01,100000,1,CCID6661,CC11,2,1,M0001,CTY06,CTY06-023,EDC3771,LEDC2710,OEDC0377,266912.5,1000000,50000,1.19,0
TX08438,FALSE,2018-09-07 19:06:27,T13,4900000,1,CCID1411,CC10,2,1,M0001,CTY06,CTY06-171,EDC3134,LEDC3919,OEDC0377,800458.09,6339100,5700,2.95,1
TX08439,FALSE,2018-09-07 19:08:49,T15,2500000,1,CCID1335,CC11,2,1,M0001,CTY06,CTY06-023,EDC1462,LEDC0758,OEDC0377,2530285.33,20000000,49000,4.15,0
TX08440,FALSE,2018-09-07 19:27:45,T06,1000000,1,CCID8536,CC00,1,5,M0001,CTY13,CTY13-002,EDC0002,LEDC0246,OEDC0004,335922.46,2000000,100000,1.09,0
TX08441,FALSE,2018-09-07 19:37:13,T08,10000000,1,CCID7864,CC11,2,1,M0001,CTY06,CTY06-181,EDC2387,LEDC1511,OEDC0377,1393848.36,25000000,22500,1.84,0
TX08442,FALSE,2018-09-07 21:23:45,T01,1000000,1,CCID6400,CC11,2,1,M0001,CTY06,CTY06-181,EDC3626,LEDC2662,OEDC0377,4143046.02,25000000,103000,2.57,0
TX08443,FALSE,2018-09-07 21:23:45,T01,500000,1,CCID0118,CC11,2,1,M0001,CTY06,CTY06-173,EDC2618,LEDC1936,OEDC0377,673913.04,10900000,10000,1.86,0
TX08445,FALSE,2018-09-07 21:52:10,T15,1250000,1,CCID0189,CC11,2,1,M0001,CTY06,CTY06-023,EDC3803,LEDC2772,OEDC0377,2248279.22,50000000,27500,3.05,0
TX08447,FALSE,2018-09-07 22:32:24,T02,418800,1,CCID8095,CC11,2,2,M0350,CTY06,CTY06-112,EDC4755,LEDC4920,OEDC0896,1228386.12,10000000,19000,1.59,0
TX08448,FALSE,2018-09-07 22:41:53,T01,1250000,1,CCID3488,CC08,2,1,M0001,CTY06,CTY06-133,EDC0729,LEDC3431,OEDC0377,1706737.86,75000000,100000,5.71,0
TX08449,FALSE,2018-09-07 22:53:43,T01,1250000,1,CCID6860,CC08,2,1,M0001,CTY06,CTY06-110,EDC3591,LEDC2629,OEDC0377,1923545.38,11500000,77200,2.43,0
TX08450,FALSE,2018-09-07 23:26:51,T01,250000,1,CCID0566,CC11,2,1,M0001,CTY06,CTY06-174,EDC4625,LEDC5286,OEDC0377,288604.65,4500000,16500,1.65,0
TX08451,FALSE,2018-09-07 23:26:51,T02,13000000,1,CCID3902,CC00,2,2,M0472,CTY06,CTY06-023,EDC4460,LEDC4562,OEDC0588,1343814.58,13000000,50000,2.76,0
TX08453,FALSE,2018-09-08 01:20:30,T15,200000,1,CCID7873,CC09,2,1,M0001,CTY06,CTY06-133,EDC1202,LEDC0419,OEDC0377,389809.16,3000000,37800,1.68,0
TX08454,FALSE,2018-09-08 01:39:26,T01,1000000,1,CCID1939,CC11,2,1,M0001,CTY06,CTY06-133,EDC0193,LEDC0844,OEDC0377,966666.67,2000000,50000,1.84,0
TX08455,FALSE,2018-09-08 01:39:26,T06,500000,1,CCID8173,CC10,1,5,M0001,CTY06,CTY06-140,EDC0002,LEDC3963,OEDC0865,833676.47,1000000,300000,2.2,0
TX08456,FALSE,2018-09-08 01:39:26,T01,500000,1,CCID2413,CC11,2,1,M0001,CTY06,CTY06-133,EDC0347,LEDC2692,OEDC0377,1194172.83,4620000,30400,2.79,0
TX08457,FALSE,2018-09-08 01:56:00,T08,300000,1,CCID3406,CC08,2,1,M0001,CTY06,CTY06-059,EDC2108,LEDC1332,OEDC0377,258485.99,1769989,25000,1.94,0
TX08458,FALSE,2018-09-08 02:14:57,T15,2500000,1,CCID6727,CC08,2,1,M0001,CTY06,CTY06-004,EDC5071,LEDC3202,OEDC0377,2047256.57,30000000,133200,2.07,0
TX08459,FALSE,2018-09-08 02:36:15,T02,475000,1,CCID2167,CC00,2,2,M0611,CTY06,CTY06-023,EDC4039,LEDC4240,OEDC1051,900543.48,3000000,122760,1.25,0
TX08461,FALSE,2018-09-08 02:55:11,T14,1073000,1,CCID4134,CC00,2,1,M0001,CTY06,CTY06-023,EDC2128,LEDC1428,OEDC0377,2255571.92,25000000,65000,4.27,0
TX08462,FALSE,2018-09-08 02:55:11,T08,2100000,1,CCID0156,CC01,2,1,M0001,CTY06,CTY06-023,EDC0572,LEDC3193,OEDC0377,1097018.97,11594200,25000,3.03,0
TX08464,FALSE,2018-09-08 02:55:11,T14,8000000,1,CCID0845,CC00,2,1,M0001,CTY06,CTY06-023,EDC2782,LEDC1982,OEDC0377,1412310.63,6711000,91245,1.6,0
TX08465,FALSE,2018-09-08 03:18:52,T15,1000000,1,CCID0816,CC08,2,1,M0001,CTY06,CTY06-115,EDC2798,LEDC1990,OEDC0377,1350835.82,10000000,25000,2.24,0
TX08466,FALSE,2018-09-08 03:21:14,T04,50000,1,CCID0121,CC11,2,1,M0001,CTY06,CTY06-181,EDC1151,LEDC0394,OEDC0377,2386899.68,11662406,65500,1.93,0
TX08467,FALSE,2018-09-08 03:30:42,T01,200000,1,CCID2854,CC11,2,1,M0001,CTY06,CTY06-186,EDC2804,LEDC2005,OEDC0377,521165.4,3635753,20000,1.76,0
TX08468,FALSE,2018-09-08 03:30:42,T03,99000,1,CCID2287,CC09,2,1,M0001,CTY06,CTY06-129,EDC3373,LEDC2413,OEDC0377,329894.12,2450000,50000,1.5,0
TX08469,FALSE,2018-09-08 05:40:54,T02,1642000,1,CCID4975,CC11,2,2,M1095,CTY06,CTY06-181,EDC3891,LEDC4742,OEDC0434,1196821.33,10100000,50000,1.93,0
TX08470,FALSE,2018-09-08 05:55:07,T02,100000,1,CCID2333,CC11,2,2,M0220,CTY06,CTY06-023,EDC3459,LEDC4195,OEDC1460,805832.46,6500000,30900,1.93,0
TX08471,FALSE,2018-09-08 05:55:07,T02,520500,1,CCID4616,CC09,2,2,M0665,CTY06,CTY06-023,EDC3140,LEDC4203,OEDC1403,1058849.91,15600000,20000,2.6,0
TX08472,FALSE,2018-09-08 05:59:51,T13,900000,1,CCID6179,CC00,2,1,M0001,CTY06,CTY06-023,EDC1881,LEDC3793,OEDC0377,647090.91,5000000,25000,2.44,0
TX08475,FALSE,2018-09-08 06:04:35,T01,1250000,1,CCID6851,CC01,2,1,M0001,CTY06,CTY06-023,EDC2535,LEDC1791,OEDC0377,1176460.03,5050500,30000,2.04,0
TX08476,FALSE,2018-09-08 06:04:35,T06,1200000,1,CCID7023,CC05,1,5,M0001,CTY06,CTY06-075,EDC0002,LEDC3977,OEDC1330,768508.14,5500000,25000,2.62,1
TX08477,FALSE,2018-09-08 06:04:35,T01,1000000,1,CCID5462,CC08,2,1,M0001,CTY06,CTY06-023,EDC4079,LEDC5610,OEDC0377,1641676.44,8000000,200000,1.37,0
TX08478,FALSE,2018-09-08 06:04:35,T15,1000000,1,CCID5080,CC00,2,1,M0001,CTY06,CTY06-046,EDC2710,LEDC5258,OEDC0377,796108.97,10000000,20000,2.57,0
TX08479,FALSE,2018-09-08 06:18:47,T01,1000000,1,CCID5134,CC11,2,1,M0001,CTY06,CTY06-023,EDC0662,LEDC3370,OEDC0377,1055198.54,8000000,25100,2.57,0
TX08480,FALSE,2018-09-08 06:23:31,T15,1000000,1,CCID3000,CC11,2,1,M0001,CTY06,CTY06-023,EDC1499,LEDC0781,OEDC0377,1505702.75,15000000,25000,8.58,0
TX08481,FALSE,2018-09-08 06:28:15,T13,2950000,1,CCID2342,CC08,2,1,M0001,CTY06,CTY06-023,EDC4958,LEDC5556,OEDC0377,1157951.12,5300000,50000,2.19,0
TX08482,FALSE,2018-09-08 07:15:36,T15,2500000,1,CCID5324,CC02,2,1,M0001,CTY06,CTY06-023,EDC0796,LEDC3498,OEDC0377,422543.12,3852500,26500,2.58,0
TX08483,FALSE,2018-09-08 07:22:42,T01,2500000,1,CCID6327,CC08,2,1,M0001,CTY06,CTY06-023,EDC1401,LEDC0679,OEDC0377,2400000,75000000,100000,2.33,0
TX08484,FALSE,2018-09-08 07:22:42,T06,2199940,1,CCID7407,CC08,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC3682,OEDC1223,3358895.4,53377977,34000,2.05,1
TX08485,FALSE,2018-09-08 07:25:04,T15,1250000,1,CCID3915,CC11,2,1,M0001,CTY06,CTY06-112,EDC2025,LEDC1282,OEDC0377,287720.35,2300000,21600,1.2,1
TX08486,FALSE,2018-09-08 07:27:26,T03,100000,1,CCID1589,CC11,2,1,M0001,CTY06,CTY06-171,EDC4571,LEDC5296,OEDC0377,1210242.93,5000000,17200,2.39,0
TX08487,FALSE,2018-09-08 09:21:05,T15,2500000,1,CCID4958,CC11,2,1,M0001,CTY06,CTY06-023,EDC2685,LEDC1904,OEDC0377,1243551.46,9000000,8000,3.05,0
TX08488,FALSE,2018-09-08 09:23:27,T11,100000,1,CCID7070,CC10,2,2,M0345,CTY06,CTY06-023,EDC0971,LEDC5061,OEDC0243,207638.3,1000000,22900,1.8,0
TX08490,FALSE,2018-09-08 10:01:19,T02,174000,1,CCID5422,CC09,2,2,M0769,CTY06,CTY06-033,EDC2084,LEDC4119,OEDC0275,494459.75,3500000,50000,2.11,0
TX08491,FALSE,2018-09-08 10:06:03,T01,2500000,1,CCID7223,CC11,2,1,M0001,CTY06,CTY06-181,EDC0515,LEDC3166,OEDC0377,1651875,15000000,48000,1.61,0
TX08492,FALSE,2018-09-08 10:17:54,T08,2000000,1,CCID7418,CC08,2,1,M0001,CTY06,CTY06-023,EDC1432,LEDC0722,OEDC0377,1666466.39,60000000,39200,2.37,0
TX08493,FALSE,2018-09-08 10:27:22,T02,20000,1,CCID0479,CC11,2,2,M1000,CTY06,CTY06-090,EDC3013,LEDC4714,OEDC1197,737105.93,10000000,20600,1.86,0
TX08494,FALSE,2018-09-08 10:41:34,T02,108900,1,CCID4838,CC09,2,2,M0104,CTY06,CTY06-171,EDC2138,LEDC5085,OEDC0983,1665827.96,6000000,47500,1.57,0
TX08495,FALSE,2018-09-08 10:53:24,T05,1982722,1,CCID7617,CC11,2,1,M0001,CTY06,CTY06-171,EDC1806,LEDC1159,OEDC0377,369200,800000,30000,1.23,1
TX08497,FALSE,2018-09-08 11:07:36,T01,1100000,1,CCID4522,CC11,2,1,M0001,CTY06,CTY06-023,EDC0967,LEDC3706,OEDC0377,1028473.08,8500000,25000,2,0
TX08498,FALSE,2018-09-08 11:07:36,T15,1000000,1,CCID6630,CC11,2,1,M0001,CTY06,CTY06-023,EDC2920,LEDC2146,OEDC0377,1454234.52,9550000,40000,2.54,0
TX08499,FALSE,2018-09-08 13:05:59,T02,89000,1,CCID1359,CC09,2,2,M1035,CTY06,CTY06-096,EDC4683,LEDC4638,OEDC0433,452690.91,8574000,31900,2.17,0
TX08500,FALSE,2018-09-08 13:24:55,T01,300000,1,CCID1777,CC05,2,1,M0001,CTY06,CTY06-023,EDC2965,LEDC2077,OEDC0377,1316323.92,15000000,300000,2.14,1
TX08501,FALSE,2018-09-08 13:24:55,T01,150000,1,CCID3074,CC09,2,1,M0001,CTY06,CTY06-023,EDC2681,LEDC1926,OEDC0377,383265.22,1400000,20400,1.35,0
TX08502,FALSE,2018-09-08 13:27:17,T06,1000000,1,CCID1625,CC08,1,5,M0001,CTY06,CTY06-040,EDC0002,LEDC0814,OEDC0476,1850467.11,11000000,77000,2.04,0
TX08503,FALSE,2018-09-08 13:27:17,T06,500000,1,CCID1353,CC00,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC0696,OEDC1528,1938118.47,20000000,65585,2.29,0
TX08504,FALSE,2018-09-08 13:27:17,T01,1000000,1,CCID1390,CC00,2,1,M0001,CTY06,CTY06-112,EDC1094,LEDC0349,OEDC0377,1097040.25,2500000,25000,2.75,0
TX08505,FALSE,2018-09-08 13:32:01,T01,50000,1,CCID1371,CC00,2,1,M0001,CTY06,CTY06-086,EDC3472,LEDC2409,OEDC0377,289688.53,1000000,50000,1.3,0
TX08506,FALSE,2018-09-08 13:32:01,T01,500000,1,CCID0575,CC11,2,1,M0001,CTY06,CTY06-027,EDC1155,LEDC0400,OEDC0377,1452780.19,17860800,21600,5.32,0
TX08508,FALSE,2018-09-08 13:36:45,T08,6000000,1,CCID0982,CC00,2,1,M0001,CTY06,CTY06-023,EDC1780,LEDC1116,OEDC0377,1217820.3,9430000,150810,1.76,0
TX08510,FALSE,2018-09-08 14:31:12,T13,950000,1,CCID7272,CC00,2,1,M0001,CTY06,CTY06-133,EDC2630,LEDC3865,OEDC0377,1150246.97,7853540,15000,3.04,0
TX08511,FALSE,2018-09-08 15:04:21,T08,250000,1,CCID8496,CC00,2,1,M0001,CTY06,CTY06-096,EDC0591,LEDC3352,OEDC0377,826170.25,3250000,59400,5.2,0
TX08512,FALSE,2018-09-08 15:06:43,T08,26000000,1,CCID7870,CC08,2,1,M0001,CTY06,CTY06-181,EDC1923,LEDC1181,OEDC0377,4980863.55,75000000,15000,5.84,0
TX08513,FALSE,2018-09-08 17:24:02,T08,5000000,1,CCID6915,CC11,2,1,M0001,CTY06,CTY06-133,EDC4267,LEDC2986,OEDC0377,1225000,12000000,20000,3,0
TX08514,FALSE,2018-09-08 17:45:20,T01,1250000,1,CCID1153,CC11,2,1,M0001,CTY06,CTY06-186,EDC0220,LEDC0572,OEDC0377,1363516.53,2500000,36900,1.76,0
TX08515,FALSE,2018-09-08 18:01:54,T08,5500000,1,CCID6140,CC08,2,1,M0001,CTY06,CTY06-176,EDC2679,LEDC1886,OEDC0377,2376125.01,75000000,100000,5.34,0
TX08516,FALSE,2018-09-08 18:01:54,T08,800000,1,CCID8019,CC08,2,1,M0001,CTY06,CTY06-176,EDC4287,LEDC2839,OEDC0377,1934595.43,30000000,100000,1.38,0
TX08517,FALSE,2018-09-08 18:18:29,T06,1000000,1,CCID2044,CC11,1,5,M0001,CTY06,CTY06-101,EDC0002,LEDC2237,OEDC1635,190671.49,1200000,21600,1.25,1
TX08518,FALSE,2018-09-08 18:56:21,T02,22794000,1,CCID8023,CC09,2,2,M0406,CTY06,CTY06-023,EDC3599,LEDC4606,OEDC1181,1277773.68,10000000,100000,1.64,0
TX08519,FALSE,2018-09-08 18:56:21,T02,4991000,1,CCID2580,CC11,2,2,M0573,CTY06,CTY06-181,EDC3444,LEDC4343,OEDC0574,1175766.31,10100000,20000,1.88,0
TX08520,FALSE,2018-09-08 18:56:21,T13,300000,1,CCID7664,CC08,2,1,M0001,CTY06,CTY06-133,EDC0423,LEDC3658,OEDC0377,4156069.53,26000000,47160,2.08,0
TX08521,FALSE,2018-09-08 18:56:21,T02,5000000,1,CCID1703,CC08,2,2,M0620,CTY06,CTY06-023,EDC4207,LEDC4508,OEDC1570,1828437.5,15000000,26500,2.33,0
TX08522,FALSE,2018-09-08 21:08:56,T13,2900000,1,CCID1691,CC00,2,1,M0001,CTY06,CTY06-023,EDC1880,LEDC3801,OEDC0377,1777441.98,4250000,90500,2.04,0
TX08523,FALSE,2018-09-08 21:08:56,T03,1000000,1,CCID3793,CC00,2,1,M0001,CTY06,CTY06-023,EDC4187,LEDC2933,OEDC0377,1083013.24,11594200,50000,2,0
TX08524,FALSE,2018-09-08 21:44:26,T01,1250000,1,CCID8389,CC11,2,1,M0001,CTY06,CTY06-023,EDC4379,LEDC2938,OEDC0377,2386899.68,11545000,25000,2.89,0
TX08525,FALSE,2018-09-08 21:44:26,T15,1250000,1,CCID8508,CC11,2,1,M0001,CTY06,CTY06-023,EDC4296,LEDC2979,OEDC0377,2762185.03,56992311,26500,2.33,0
TX08527,FALSE,2018-09-08 22:55:28,T15,400000,1,CCID5074,CC11,2,1,M0001,CTY06,CTY06-005,EDC1170,LEDC0421,OEDC0377,927320.3,7000000,45000,2.38,0
TX08530,FALSE,2018-09-08 23:14:24,T06,1000000,1,CCID4680,CC11,1,5,M0001,CTY06,CTY06-010,EDC0002,LEDC0070,OEDC0129,473234.89,2000000,24155,1.45,0
TX08531,FALSE,2018-09-09 00:51:28,T02,399000,1,CCID7460,CC10,2,2,M0501,CTY06,CTY06-031,EDC3539,LEDC4323,OEDC0654,614880.65,3000000,25000,1.98,0
TX08532,FALSE,2018-09-09 00:51:28,T02,580000,1,CCID7220,CC11,2,2,M0549,CTY06,CTY06-023,EDC2860,LEDC4825,OEDC0481,251020.37,2000000,20200,1.44,0
TX08533,FALSE,2018-09-09 01:15:08,T08,150000,1,CCID4389,CC09,2,1,M0001,CTY06,CTY06-058,EDC3172,LEDC2243,OEDC0377,479025.28,4000000,13145,2.08,0
TX08534,FALSE,2018-09-09 01:15:08,T15,100000,1,CCID0188,CC00,2,1,M0001,CTY06,CTY06-181,EDC2791,LEDC2094,OEDC0377,391553.99,1000000,50000,1.35,0
TX08535,FALSE,2018-09-09 01:15:08,T08,100000,1,CCID4064,CC10,2,1,M0001,CTY06,CTY06-023,EDC3183,LEDC2222,OEDC0377,181401.79,1200000,26800,6.86,0
TX08537,FALSE,2018-09-09 01:15:08,T08,150000,1,CCID1237,CC00,2,1,M0001,CTY06,CTY06-067,EDC2815,LEDC2035,OEDC0377,391553.99,1250000,50600,1.64,0
TX08538,FALSE,2018-09-09 02:04:51,T08,103000,1,CCID4604,CC11,2,1,M0001,CTY06,CTY06-004,EDC2714,LEDC1662,OEDC0377,751328.8,2567000,50000,2.22,0
TX08539,FALSE,2018-09-09 02:42:44,T01,1250000,1,CCID2050,CC00,2,1,M0001,CTY06,CTY06-023,EDC1514,LEDC0800,OEDC0377,753493.91,8000000,30000,1.6,0
TX08540,FALSE,2018-09-09 02:45:06,T13,300000,1,CCID3294,CC10,2,1,M0001,CTY06,CTY06-023,EDC2076,LEDC3810,OEDC0377,605481.97,1250000,100000,1.17,0
TX08541,FALSE,2018-09-09 02:49:50,T15,1000000,1,CCID2439,CC04,2,1,M0001,CTY06,CTY06-181,EDC2831,LEDC2093,OEDC0377,2556933.47,12992201,25000,4.56,0
TX08542,FALSE,2018-09-09 03:04:02,T04,50000,1,CCID8534,CC08,2,1,M0001,CTY06,CTY06-077,EDC1022,LEDC0213,OEDC0377,933378.98,14200000,19900,2.24,0
TX08543,FALSE,2018-09-09 05:09:31,T15,100000,1,CCID2068,CC11,2,1,M0001,CTY06,CTY06-080,EDC0974,LEDC0205,OEDC0377,606884.75,5000000,49300,1.92,0
TX08544,FALSE,2018-09-09 05:09:31,T15,200000,1,CCID3489,CC00,2,1,M0001,CTY06,CTY06-181,EDC1032,LEDC0255,OEDC0377,1028470.33,6350000,26500,2.59,0
TX08545,FALSE,2018-09-09 05:14:15,T15,100000,1,CCID7346,CC00,2,1,M0001,CTY06,CTY06-023,EDC2493,LEDC1728,OEDC0377,2019788.87,15000000,25000,4.52,0
TX08546,FALSE,2018-09-09 05:14:15,T15,400000,1,CCID7365,CC00,2,1,M0001,CTY06,CTY06-023,EDC2493,LEDC1728,OEDC0377,1675588.61,2500000,100000,1.43,0
TX08547,FALSE,2018-09-09 05:18:59,T01,1000000,1,CCID4745,CC06,2,1,M0001,CTY06,CTY06-023,EDC3592,LEDC2502,OEDC0377,768508.14,1500000,26300,1.57,0
